Data;Ora;PUN
2008-10-10;17;133,30
2008-10-10;18;122,87
2008-10-10;19;130,06
2008-10-10;20;142,18
2008-10-10;21;130,44
2008-10-10;22;121,31
2008-10-10;23;84,39
2008-10-10;24;82,54
2008-10-11;1;73,46
2008-10-11;2;67,39
2008-10-11;3;64,00
2008-10-11;4;54,60
2008-10-11;5;53,00
2008-10-11;6;56,60
2008-10-11;7;75,01
2008-10-11;8;85,01
2008-10-11;9;94,28
2008-10-11;10;99,82
2008-10-11;11;98,26
2008-10-11;12;98,24
2008-10-11;13;105,99
2008-10-11;14;90,65
2008-10-11;15;85,01
2008-10-11;16;80,07
2008-10-11;17;84,75
2008-10-11;18;90,12
2008-10-11;19;94,79
2008-10-11;20;110,63
2008-10-11;21;98,35
2008-10-11;22;84,12
2008-10-11;23;80,50
2008-10-11;24;76,90
2008-10-12;1;69,91
2008-10-12;2;60,00
2008-10-12;3;50,00
2008-10-12;4;32,00
2008-10-12;5;30,00
2008-10-12;6;34,00
2008-10-12;7;46,60
2008-10-12;8;49,27
2008-10-12;9;70,13
2008-10-12;10;88,67
2008-10-12;11;90,20
2008-10-12;12;95,31
2008-10-12;13;90,33
2008-10-12;14;88,53
2008-10-12;15;78,99
2008-10-12;16;72,51
2008-10-12;17;72,00
2008-10-12;18;80,01
2008-10-12;19;79,01
2008-10-12;20;109,40
2008-10-12;21;102,68
2008-10-12;22;92,84
2008-10-12;23;82,00
2008-10-12;24;76,00
2008-10-13;1;57,00
2008-10-13;2;47,21
2008-10-13;3;39,00
2008-10-13;4;31,18
2008-10-13;5;31,15
2008-10-13;6;47,78
2008-10-13;7;82,99
2008-10-13;8;119,69
2008-10-13;9;121,78
2008-10-13;10;134,40
2008-10-13;11;125,25
2008-10-13;12;130,91
2008-10-13;13;120,95
2008-10-13;14;119,64
2008-10-13;15;121,16
2008-10-13;16;119,44
2008-10-13;17;116,89
2008-10-13;18;111,73
2008-10-13;19;121,05
2008-10-13;20;149,46
2008-10-13;21;125,16
2008-10-13;22;110,75
2008-10-13;23;94,75
2008-10-13;24;85,02
2008-10-14;1;67,51
2008-10-14;2;57,00
2008-10-14;3;50,00
2008-10-14;4;44,86
2008-10-14;5;47,79
2008-10-14;6;67,50
2008-10-14;7;89,97
2008-10-14;8;135,05
2008-10-14;9;126,86
2008-10-14;10;129,74
2008-10-14;11;136,90
2008-10-14;12;126,13
2008-10-14;13;131,03
2008-10-14;14;129,34
2008-10-14;15;137,84
2008-10-14;16;138,91
2008-10-14;17;149,28
2008-10-14;18;127,70
2008-10-14;19;130,38
2008-10-14;20;144,16
2008-10-14;21;139,23
2008-10-14;22;113,08
2008-10-14;23;88,24
2008-10-14;24;84,33
2008-10-15;1;67,76
2008-10-15;2;63,05
2008-10-15;3;52,72
2008-10-15;4;49,50
2008-10-15;5;49,91
2008-10-15;6;67,53
2008-10-15;7;93,31
2008-10-15;8;134,28
2008-10-15;9;131,99
2008-10-15;10;135,68
2008-10-15;11;151,39
2008-10-15;12;129,53
2008-10-15;13;134,67
2008-10-15;14;121,43
2008-10-15;15;128,24
2008-10-15;16;126,00
2008-10-15;17;124,40
2008-10-15;18;123,73
2008-10-15;19;132,75
2008-10-15;20;140,45
2008-10-15;21;145,05
2008-10-15;22;114,48
2008-10-15;23;86,03
2008-10-15;24;79,00
2008-10-16;1;60,00
2008-10-16;2;48,71
2008-10-16;3;42,94
2008-10-16;4;39,00
2008-10-16;5;38,00
2008-10-16;6;51,64
2008-10-16;7;82,18
2008-10-16;8;114,91
2008-10-16;9;111,92
2008-10-16;10;123,87
2008-10-16;11;128,98
2008-10-16;12;119,39
2008-10-16;13;106,79
2008-10-16;14;109,68
2008-10-16;15;117,75
2008-10-16;16;119,58
2008-10-16;17;123,82
2008-10-16;18;105,16
2008-10-16;19;126,61
2008-10-16;20;126,15
2008-10-16;21;129,35
2008-10-16;22;100,94
2008-10-16;23;80,00
2008-10-16;24;78,17
2008-10-17;1;76,00
2008-10-17;2;67,51
2008-10-17;3;62,94
2008-10-17;4;55,00
2008-10-17;5;58,41
2008-10-17;6;75,00
2008-10-17;7;92,77
2008-10-17;8;133,43
2008-10-17;9;133,81
2008-10-17;10;140,43
2008-10-17;11;142,42
2008-10-17;12;133,77
2008-10-17;13;132,42
2008-10-17;14;152,77
2008-10-17;15;152,70
2008-10-17;16;143,31
2008-10-17;17;157,56
2008-10-17;18;134,87
2008-10-17;19;131,10
2008-10-17;20;144,63
2008-10-17;21;136,77
2008-10-17;22;128,17
2008-10-17;23;98,51
2008-10-17;24;97,77
2008-10-18;1;82,50
2008-10-18;2;68,38
2008-10-18;3;64,69
2008-10-18;4;58,24
2008-10-18;5;57,11
2008-10-18;6;60,81
2008-10-18;7;81,74
2008-10-18;8;101,05
2008-10-18;9;105,75
2008-10-18;10;107,06
2008-10-18;11;107,79
2008-10-18;12;106,93
2008-10-18;13;104,10
2008-10-18;14;95,10
2008-10-18;15;91,95
2008-10-18;16;88,44
2008-10-18;17;89,54
2008-10-18;18;94,13
2008-10-18;19;103,05
2008-10-18;20;116,95
2008-10-18;21;108,48
2008-10-18;22;92,69
2008-10-18;23;94,72
2008-10-18;24;83,98
2008-10-19;1;75,01
2008-10-19;2;66,54
2008-10-19;3;59,93
2008-10-19;4;56,24
2008-10-19;5;53,77
2008-10-19;6;54,90
2008-10-19;7;46,00
2008-10-19;8;75,00
2008-10-19;9;88,44
2008-10-19;10;106,91
2008-10-19;11;111,21
2008-10-19;12;113,72
2008-10-19;13;110,98
2008-10-19;14;98,14
2008-10-19;15;90,00
2008-10-19;16;84,63
2008-10-19;17;82,45
2008-10-19;18;84,63
2008-10-19;19;118,86
2008-10-19;20;122,65
2008-10-19;21;118,85
2008-10-19;22;116,53
2008-10-19;23;98,87
2008-10-19;24;93,70
2008-10-20;1;75,00
2008-10-20;2;52,57
2008-10-20;3;42,73
2008-10-20;4;36,00
2008-10-20;5;35,75
2008-10-20;6;54,56
2008-10-20;7;89,75
2008-10-20;8;132,84
2008-10-20;9;129,16
2008-10-20;10;125,60
2008-10-20;11;127,27
2008-10-20;12;124,89
2008-10-20;13;118,89
2008-10-20;14;111,99
2008-10-20;15;120,05
2008-10-20;16;117,96
2008-10-20;17;112,00
2008-10-20;18;104,37
2008-10-20;19;140,42
2008-10-20;20;144,43
2008-10-20;21;140,08
2008-10-20;22;108,17
2008-10-20;23;91,48
2008-10-20;24;79,56
2008-10-21;1;60,00
2008-10-21;2;44,50
2008-10-21;3;37,00
2008-10-21;4;30,00
2008-10-21;5;33,59
2008-10-21;6;54,90
2008-10-21;7;87,01
2008-10-21;8;119,32
2008-10-21;9;121,14
2008-10-21;10;127,66
2008-10-21;11;128,55
2008-10-21;12;120,01
2008-10-21;13;112,80
2008-10-21;14;110,36
2008-10-21;15;118,55
2008-10-21;16;118,68
2008-10-21;17;117,72
2008-10-21;18;118,33
2008-10-21;19;131,38
2008-10-21;20;135,29
2008-10-21;21;128,14
2008-10-21;22;100,84
2008-10-21;23;85,00
2008-10-21;24;78,11
2008-10-22;1;65,00
2008-10-22;2;50,94
2008-10-22;3;45,00
2008-10-22;4;37,89
2008-10-22;5;39,28
2008-10-22;6;56,66
2008-10-22;7;82,36
2008-10-22;8;120,65
2008-10-22;9;132,36
2008-10-22;10;148,56
2008-10-22;11;146,27
2008-10-22;12;150,55
2008-10-22;13;144,69
2008-10-22;14;144,05
2008-10-22;15;141,12
2008-10-22;16;136,02
2008-10-22;17;132,44
2008-10-22;18;126,23
2008-10-22;19;142,03
2008-10-22;20;152,73
2008-10-22;21;132,82
2008-10-22;22;107,50
2008-10-22;23;90,88
2008-10-22;24;79,60
2008-10-23;1;68,00
2008-10-23;2;62,63
2008-10-23;3;60,05
2008-10-23;4;54,90
2008-10-23;5;52,96
2008-10-23;6;67,75
2008-10-23;7;88,74
2008-10-23;8;136,22
2008-10-23;9;132,67
2008-10-23;10;145,12
2008-10-23;11;144,12
2008-10-23;12;144,62
2008-10-23;13;133,08
2008-10-23;14;124,84
2008-10-23;15;125,86
2008-10-23;16;129,12
2008-10-23;17;127,35
2008-10-23;18;123,49
2008-10-23;19;136,51
2008-10-23;20;152,78
2008-10-23;21;143,37
2008-10-23;22;122,75
2008-10-23;23;96,64
2008-10-23;24;81,38
2008-10-24;1;67,91
2008-10-24;2;53,00
2008-10-24;3;44,74
2008-10-24;4;41,84
2008-10-24;5;42,00
2008-10-24;6;56,00
2008-10-24;7;82,00
2008-10-24;8;124,27
2008-10-24;9;124,31
2008-10-24;10;130,91
2008-10-24;11;129,13
2008-10-24;12;127,99
2008-10-24;13;122,72
2008-10-24;14;117,09
2008-10-24;15;115,88
2008-10-24;16;117,06
2008-10-24;17;117,57
2008-10-24;18;113,93
2008-10-24;19;123,30
2008-10-24;20;129,46
2008-10-24;21;122,15
2008-10-24;22;100,39
2008-10-24;23;82,00
2008-10-24;24;80,15
2008-10-25;1;83,30
2008-10-25;2;74,36
2008-10-25;3;69,21
2008-10-25;4;59,48
2008-10-25;5;55,86
2008-10-25;6;60,86
2008-10-25;7;75,65
2008-10-25;8;110,05
2008-10-25;9;118,35
2008-10-25;10;121,39
2008-10-25;11;125,91
2008-10-25;12;121,41
2008-10-25;13;112,53
2008-10-25;14;95,53
2008-10-25;15;91,71
2008-10-25;16;90,24
2008-10-25;17;90,52
2008-10-25;18;94,68
2008-10-25;19;119,29
2008-10-25;20;123,23
2008-10-25;21;113,68
2008-10-25;22;102,22
2008-10-25;23;88,05
2008-10-25;24;84,26
2008-10-26;1;88,51
2008-10-26;2;67,37
2008-10-26;3;57,94
2008-10-26;4;57,00
2008-10-26;5;41,64
2008-10-26;6;36,00
2008-10-26;7;42,52
2008-10-26;8;46,40
2008-10-26;9;76,06
2008-10-26;10;89,81
2008-10-26;11;90,19
2008-10-26;12;90,13
2008-10-26;13;90,06
2008-10-26;14;90,06
2008-10-26;15;89,46
2008-10-26;16;85,09
2008-10-26;17;85,82
2008-10-26;18;90,00
2008-10-26;19;102,87
2008-10-26;20;113,21
2008-10-26;21;117,74
2008-10-26;22;110,01
2008-10-26;23;105,70
2008-10-26;24;85,94
2008-10-26;25;81,62
2008-10-27;1;69,97
2008-10-27;2;50,99
2008-10-27;3;36,94
2008-10-27;4;32,65
2008-10-27;5;32,27
2008-10-27;6;40,74
2008-10-27;7;83,58
2008-10-27;8;100,62
2008-10-27;9;113,46
2008-10-27;10;114,89
2008-10-27;11;118,99
2008-10-27;12;118,28
2008-10-27;13;100,75
2008-10-27;14;100,96
2008-10-27;15;110,87
2008-10-27;16;111,78
2008-10-27;17;123,60
2008-10-27;18;152,53
2008-10-27;19;166,73
2008-10-27;20;142,69
2008-10-27;21;121,59
2008-10-27;22;100,93
2008-10-27;23;85,89
2008-10-27;24;78,16
2008-10-28;1;71,78
2008-10-28;2;60,96
2008-10-28;3;50,59
2008-10-28;4;50,49
2008-10-28;5;51,64
2008-10-28;6;63,60
2008-10-28;7;87,41
2008-10-28;8;117,58
2008-10-28;9;131,31
2008-10-28;10;139,51
2008-10-28;11;140,00
2008-10-28;12;144,52
2008-10-28;13;136,00
2008-10-28;14;123,20
2008-10-28;15;133,22
2008-10-28;16;137,77
2008-10-28;17;142,69
2008-10-28;18;168,52
2008-10-28;19;173,58
2008-10-28;20;150,02
2008-10-28;21;142,05
2008-10-28;22;115,00
2008-10-28;23;96,11
2008-10-28;24;81,60
2008-10-29;1;70,00
2008-10-29;2;57,00
2008-10-29;3;48,00
2008-10-29;4;43,57
2008-10-29;5;45,45
2008-10-29;6;63,44
2008-10-29;7;84,00
2008-10-29;8;111,16
2008-10-29;9;129,07
2008-10-29;10;141,95
2008-10-29;11;141,73
2008-10-29;12;141,73
2008-10-29;13;140,88
2008-10-29;14;140,00
2008-10-29;15;140,00
2008-10-29;16;138,54
2008-10-29;17;140,46
2008-10-29;18;165,74
2008-10-29;19;165,00
2008-10-29;20;151,74
2008-10-29;21;136,89
2008-10-29;22;108,82
2008-10-29;23;99,07
2008-10-29;24;94,40
2008-10-30;1;62,04
2008-10-30;2;51,24
2008-10-30;3;44,45
2008-10-30;4;40,00
2008-10-30;5;42,00
2008-10-30;6;54,57
2008-10-30;7;74,36
2008-10-30;8;105,77
2008-10-30;9;121,93
2008-10-30;10;132,75
2008-10-30;11;132,29
2008-10-30;12;132,54
2008-10-30;13;120,12
2008-10-30;14;118,00
2008-10-30;15;123,90
2008-10-30;16;120,73
2008-10-30;17;123,67
2008-10-30;18;152,80
2008-10-30;19;165,56
2008-10-30;20;152,57
2008-10-30;21;118,35
2008-10-30;22;101,51
2008-10-30;23;80,92
2008-10-30;24;76,75
2008-10-31;1;65,53
2008-10-31;2;55,05
2008-10-31;3;45,18
2008-10-31;4;41,00
2008-10-31;5;44,00
2008-10-31;6;55,00
2008-10-31;7;71,86
2008-10-31;8;94,00
2008-10-31;9;114,68
2008-10-31;10;117,69
2008-10-31;11;117,90
2008-10-31;12;119,61
2008-10-31;13;108,34
2008-10-31;14;102,67
2008-10-31;15;111,20
2008-10-31;16;109,12
2008-10-31;17;108,00
2008-10-31;18;117,00
2008-10-31;19;85,00
2008-10-31;20;98,18
2008-10-31;21;89,19
2008-10-31;22;79,64
2008-10-31;23;75,42
2008-10-31;24;70,44
2008-11-01;1;72,39
2008-11-01;2;62,92
2008-11-01;3;51,21
2008-11-01;4;42,00
2008-11-01;5;39,00
2008-11-01;6;31,00
2008-11-01;7;29,98
2008-11-01;8;29,60
2008-11-01;9;59,46
2008-11-01;10;84,90
2008-11-01;11;84,96
2008-11-01;12;82,00
2008-11-01;13;88,00
2008-11-01;14;80,38
2008-11-01;15;78,21
2008-11-01;16;79,20
2008-11-01;17;79,20
2008-11-01;18;91,23
2008-11-01;19;114,25
2008-11-01;20;112,59
2008-11-01;21;97,50
2008-11-01;22;83,02
2008-11-01;23;74,56
2008-11-01;24;67,01
2008-11-02;1;53,11
2008-11-02;2;36,00
2008-11-02;3;29,56
2008-11-02;4;29,53
2008-11-02;5;29,51
2008-11-02;6;29,53
2008-11-02;7;29,54
2008-11-02;8;29,04
2008-11-02;9;59,56
2008-11-02;10;84,98
2008-11-02;11;85,09
2008-11-02;12;84,29
2008-11-02;13;84,23
2008-11-02;14;80,32
2008-11-02;15;79,53
2008-11-02;16;75,32
2008-11-02;17;79,53
2008-11-02;18;97,72
2008-11-02;19;118,35
2008-11-02;20;117,25
2008-11-02;21;104,17
2008-11-02;22;89,27
2008-11-02;23;82,00
2008-11-02;24;77,53
2008-11-03;1;46,00
2008-11-03;2;38,70
2008-11-03;3;32,00
2008-11-03;4;29,53
2008-11-03;5;29,52
2008-11-03;6;33,29
2008-11-03;7;69,55
2008-11-03;8;88,31
2008-11-03;9;98,30
2008-11-03;10;105,52
2008-11-03;11;104,03
2008-11-03;12;108,58
2008-11-03;13;103,03
2008-11-03;14;102,18
2008-11-03;15;108,55
2008-11-03;16;106,76
2008-11-03;17;113,16
2008-11-03;18;118,42
2008-11-03;19;112,78
2008-11-03;20;113,19
2008-11-03;21;100,79
2008-11-03;22;85,79
2008-11-03;23;82,00
2008-11-03;24;71,47
2008-11-04;1;50,00
2008-11-04;2;29,65
2008-11-04;3;29,57
2008-11-04;4;29,51
2008-11-04;5;29,52
2008-11-04;6;37,54
2008-11-04;7;63,18
2008-11-04;8;87,23
2008-11-04;9;99,86
2008-11-04;10;104,02
2008-11-04;11;102,38
2008-11-04;12;105,94
2008-11-04;13;99,02
2008-11-04;14;96,26
2008-11-04;15;94,64
2008-11-04;16;93,96
2008-11-04;17;102,41
2008-11-04;18;119,11
2008-11-04;19;115,00
2008-11-04;20;109,29
2008-11-04;21;94,19
2008-11-04;22;81,48
2008-11-04;23;81,08
2008-11-04;24;70,00
2008-11-05;1;48,00
2008-11-05;2;42,00
2008-11-05;3;38,51
2008-11-05;4;32,82
2008-11-05;5;35,67
2008-11-05;6;46,06
2008-11-05;7;70,00
2008-11-05;8;87,15
2008-11-05;9;96,76
2008-11-05;10;104,48
2008-11-05;11;103,49
2008-11-05;12;108,42
2008-11-05;13;102,07
2008-11-05;14;95,91
2008-11-05;15;96,46
2008-11-05;16;98,14
2008-11-05;17;103,88
2008-11-05;18;128,96
2008-11-05;19;136,25
2008-11-05;20;123,17
2008-11-05;21;101,90
2008-11-05;22;85,71
2008-11-05;23;79,44
2008-11-05;24;71,37
2008-11-06;1;53,00
2008-11-06;2;39,78
2008-11-06;3;32,04
2008-11-06;4;31,91
2008-11-06;5;31,95
2008-11-06;6;34,98
2008-11-06;7;68,04
2008-11-06;8;89,31
2008-11-06;9;106,06
2008-11-06;10;108,77
2008-11-06;11;109,56
2008-11-06;12;111,96
2008-11-06;13;108,76
2008-11-06;14;101,02
2008-11-06;15;104,16
2008-11-06;16;104,07
2008-11-06;17;115,67
2008-11-06;18;129,58
2008-11-06;19;135,05
2008-11-06;20;120,92
2008-11-06;21;107,63
2008-11-06;22;90,64
2008-11-06;23;84,46
2008-11-06;24;70,93
2008-11-07;1;50,45
2008-11-07;2;42,42
2008-11-07;3;37,59
2008-11-07;4;33,00
2008-11-07;5;35,00
2008-11-07;6;49,00
2008-11-07;7;71,58
2008-11-07;8;94,01
2008-11-07;9;108,19
2008-11-07;10;107,78
2008-11-07;11;109,97
2008-11-07;12;118,33
2008-11-07;13;102,49
2008-11-07;14;97,78
2008-11-07;15;101,46
2008-11-07;16;98,62
2008-11-07;17;112,27
2008-11-07;18;130,69
2008-11-07;19;131,75
2008-11-07;20;128,14
2008-11-07;21;111,35
2008-11-07;22;91,45
2008-11-07;23;83,87
2008-11-07;24;78,40
2008-11-08;1;87,00
2008-11-08;2;75,00
2008-11-08;3;65,00
2008-11-08;4;65,00
2008-11-08;5;53,08
2008-11-08;6;65,23
2008-11-08;7;75,03
2008-11-08;8;103,00
2008-11-08;9;116,96
2008-11-08;10;123,12
2008-11-08;11;128,45
2008-11-08;12;124,61
2008-11-08;13;122,10
2008-11-08;14;95,97
2008-11-08;15;94,94
2008-11-08;16;93,61
2008-11-08;17;99,85
2008-11-08;18;122,27
2008-11-08;19;129,47
2008-11-08;20;137,86
2008-11-08;21;123,81
2008-11-08;22;105,60
2008-11-08;23;90,31
2008-11-08;24;86,80
2008-11-09;1;75,03
2008-11-09;2;55,00
2008-11-09;3;34,22
2008-11-09;4;41,11
2008-11-09;5;32,61
2008-11-09;6;33,17
2008-11-09;7;31,87
2008-11-09;8;29,54
2008-11-09;9;60,62
2008-11-09;10;76,00
2008-11-09;11;76,56
2008-11-09;12;81,08
2008-11-09;13;77,33
2008-11-09;14;71,38
2008-11-09;15;64,13
2008-11-09;16;71,10
2008-11-09;17;68,40
2008-11-09;18;118,22
2008-11-09;19;117,86
2008-11-09;20;118,14
2008-11-09;21;104,05
2008-11-09;22;90,38
2008-11-09;23;76,87
2008-11-09;24;66,59
2008-11-10;1;29,51
2008-11-10;2;24,77
2008-11-10;3;24,72
2008-11-10;4;24,45
2008-11-10;5;24,42
2008-11-10;6;24,61
2008-11-10;7;68,00
2008-11-10;8;84,48
2008-11-10;9;91,14
2008-11-10;10;98,97
2008-11-10;11;97,95
2008-11-10;12;99,64
2008-11-10;13;90,68
2008-11-10;14;87,28
2008-11-10;15;91,59
2008-11-10;16;97,55
2008-11-10;17;105,04
2008-11-10;18;108,38
2008-11-10;19;117,00
2008-11-10;20;115,04
2008-11-10;21;108,38
2008-11-10;22;94,30
2008-11-10;23;83,96
2008-11-10;24;62,04
2008-11-11;1;42,71
2008-11-11;2;32,07
2008-11-11;3;31,94
2008-11-11;4;31,61
2008-11-11;5;31,93
2008-11-11;6;32,06
2008-11-11;7;86,28
2008-11-11;8;97,11
2008-11-11;9;127,08
2008-11-11;10;126,82
2008-11-11;11;127,05
2008-11-11;12;127,04
2008-11-11;13;116,73
2008-11-11;14;103,45
2008-11-11;15;123,28
2008-11-11;16;127,03
2008-11-11;17;136,56
2008-11-11;18;145,62
2008-11-11;19;120,81
2008-11-11;20;126,68
2008-11-11;21;111,90
2008-11-11;22;98,47
2008-11-11;23;88,25
2008-11-11;24;78,30
2008-11-12;1;66,08
2008-11-12;2;42,93
2008-11-12;3;29,65
2008-11-12;4;29,59
2008-11-12;5;29,65
2008-11-12;6;69,81
2008-11-12;7;85,02
2008-11-12;8;89,09
2008-11-12;9;119,08
2008-11-12;10;106,94
2008-11-12;11;102,67
2008-11-12;12;103,44
2008-11-12;13;92,32
2008-11-12;14;88,36
2008-11-12;15;95,96
2008-11-12;16;99,41
2008-11-12;17;110,37
2008-11-12;18;114,90
2008-11-12;19;122,65
2008-11-12;20;109,61
2008-11-12;21;102,66
2008-11-12;22;84,92
2008-11-12;23;79,23
2008-11-12;24;70,00
2008-11-13;1;60,00
2008-11-13;2;52,41
2008-11-13;3;48,00
2008-11-13;4;37,00
2008-11-13;5;40,00
2008-11-13;6;59,00
2008-11-13;7;85,00
2008-11-13;8;93,16
2008-11-13;9;120,07
2008-11-13;10;125,00
2008-11-13;11;123,56
2008-11-13;12;125,00
2008-11-13;13;101,72
2008-11-13;14;109,07
2008-11-13;15;125,00
2008-11-13;16;125,01
2008-11-13;17;135,04
2008-11-13;18;141,01
2008-11-13;19;139,42
2008-11-13;20;126,59
2008-11-13;21;115,79
2008-11-13;22;94,37
2008-11-13;23;85,14
2008-11-13;24;85,17
2008-11-14;1;57,37
2008-11-14;2;44,63
2008-11-14;3;35,97
2008-11-14;4;34,00
2008-11-14;5;35,10
2008-11-14;6;62,10
2008-11-14;7;82,61
2008-11-14;8;98,36
2008-11-14;9;123,87
2008-11-14;10;129,09
2008-11-14;11;127,16
2008-11-14;12;126,85
2008-11-14;13;126,36
2008-11-14;14;109,29
2008-11-14;15;126,07
2008-11-14;16;125,86
2008-11-14;17;136,60
2008-11-14;18;140,14
2008-11-14;19;122,67
2008-11-14;20;126,46
2008-11-14;21;111,20
2008-11-14;22;92,03
2008-11-14;23;82,28
2008-11-14;24;79,29
2008-11-15;1;65,00
2008-11-15;2;53,56
2008-11-15;3;41,70
2008-11-15;4;32,50
2008-11-15;5;29,88
2008-11-15;6;36,10
2008-11-15;7;48,49
2008-11-15;8;80,50
2008-11-15;9;90,51
2008-11-15;10;109,20
2008-11-15;11;114,29
2008-11-15;12;107,22
2008-11-15;13;93,91
2008-11-15;14;88,17
2008-11-15;15;84,18
2008-11-15;16;86,90
2008-11-15;17;99,28
2008-11-15;18;136,47
2008-11-15;19;134,96
2008-11-15;20;120,48
2008-11-15;21;100,43
2008-11-15;22;93,75
2008-11-15;23;87,08
2008-11-15;24;75,02
2008-11-16;1;75,00
2008-11-16;2;51,03
2008-11-16;3;44,63
2008-11-16;4;50,00
2008-11-16;5;42,00
2008-11-16;6;42,00
2008-11-16;7;54,90
2008-11-16;8;55,59
2008-11-16;9;76,87
2008-11-16;10;97,92
2008-11-16;11;98,48
2008-11-16;12;98,96
2008-11-16;13;99,32
2008-11-16;14;91,66
2008-11-16;15;90,00
2008-11-16;16;87,90
2008-11-16;17;90,65
2008-11-16;18;120,25
2008-11-16;19;127,91
2008-11-16;20;129,61
2008-11-16;21;120,00
2008-11-16;22;98,18
2008-11-16;23;82,64
2008-11-16;24;71,44
2008-11-17;1;51,48
2008-11-17;2;29,65
2008-11-17;3;29,51
2008-11-17;4;29,03
2008-11-17;5;29,51
2008-11-17;6;35,10
2008-11-17;7;83,34
2008-11-17;8;103,10
2008-11-17;9;128,44
2008-11-17;10;111,18
2008-11-17;11;113,45
2008-11-17;12;116,89
2008-11-17;13;94,53
2008-11-17;14;94,50
2008-11-17;15;93,17
2008-11-17;16;95,67
2008-11-17;17;110,73
2008-11-17;18;103,92
2008-11-17;19;110,48
2008-11-17;20;111,74
2008-11-17;21;104,92
2008-11-17;22;91,05
2008-11-17;23;86,78
2008-11-17;24;74,70
2008-11-18;1;55,10
2008-11-18;2;36,50
2008-11-18;3;30,20
2008-11-18;4;29,51
2008-11-18;5;29,64
2008-11-18;6;39,93
2008-11-18;7;84,20
2008-11-18;8;90,14
2008-11-18;9;125,91
2008-11-18;10;114,66
2008-11-18;11;108,60
2008-11-18;12;115,02
2008-11-18;13;95,67
2008-11-18;14;95,86
2008-11-18;15;119,99
2008-11-18;16;129,98
2008-11-18;17;130,91
2008-11-18;18;142,78
2008-11-18;19;131,13
2008-11-18;20;122,69
2008-11-18;21;118,00
2008-11-18;22;94,40
2008-11-18;23;90,01
2008-11-18;24;86,72
2008-11-19;1;78,35
2008-11-19;2;55,10
2008-11-19;3;44,63
2008-11-19;4;40,80
2008-11-19;5;40,80
2008-11-19;6;70,00
2008-11-19;7;86,85
2008-11-19;8;97,85
2008-11-19;9;130,45
2008-11-19;10;130,45
2008-11-19;11;127,48
2008-11-19;12;124,82
2008-11-19;13;99,03
2008-11-19;14;97,85
2008-11-19;15;122,28
2008-11-19;16;121,56
2008-11-19;17;132,37
2008-11-19;18;149,60
2008-11-19;19;153,76
2008-11-19;20;135,95
2008-11-19;21;129,31
2008-11-19;22;105,37
2008-11-19;23;87,33
2008-11-19;24;80,15
2008-11-20;1;66,00
2008-11-20;2;39,00
2008-11-20;3;33,00
2008-11-20;4;29,61
2008-11-20;5;29,58
2008-11-20;6;40,00
2008-11-20;7;85,30
2008-11-20;8;100,44
2008-11-20;9;111,49
2008-11-20;10;120,66
2008-11-20;11;113,79
2008-11-20;12;110,30
2008-11-20;13;90,64
2008-11-20;14;86,42
2008-11-20;15;96,55
2008-11-20;16;103,04
2008-11-20;17;125,18
2008-11-20;18;124,58
2008-11-20;19;117,80
2008-11-20;20;104,85
2008-11-20;21;103,57
2008-11-20;22;88,12
2008-11-20;23;88,04
2008-11-20;24;78,25
2008-11-21;1;49,59
2008-11-21;2;38,54
2008-11-21;3;29,54
2008-11-21;4;29,51
2008-11-21;5;29,50
2008-11-21;6;29,52
2008-11-21;7;40,00
2008-11-21;8;96,20
2008-11-21;9;91,48
2008-11-21;10;96,83
2008-11-21;11;99,38
2008-11-21;12;96,09
2008-11-21;13;80,00
2008-11-21;14;80,00
2008-11-21;15;78,43
2008-11-21;16;78,46
2008-11-21;17;90,34
2008-11-21;18;97,74
2008-11-21;19;101,92
2008-11-21;20;104,53
2008-11-21;21;103,32
2008-11-21;22;87,97
2008-11-21;23;90,00
2008-11-21;24;79,76
2008-11-22;1;63,01
2008-11-22;2;55,92
2008-11-22;3;43,49
2008-11-22;4;36,09
2008-11-22;5;32,27
2008-11-22;6;37,15
2008-11-22;7;67,70
2008-11-22;8;82,52
2008-11-22;9;93,33
2008-11-22;10;104,64
2008-11-22;11;99,72
2008-11-22;12;94,60
2008-11-22;13;97,50
2008-11-22;14;89,00
2008-11-22;15;85,78
2008-11-22;16;85,99
2008-11-22;17;89,71
2008-11-22;18;123,55
2008-11-22;19;133,91
2008-11-22;20;130,13
2008-11-22;21;110,09
2008-11-22;22;89,00
2008-11-22;23;81,92
2008-11-22;24;69,97
2008-11-23;1;83,30
2008-11-23;2;67,71
2008-11-23;3;47,82
2008-11-23;4;29,98
2008-11-23;5;29,65
2008-11-23;6;31,39
2008-11-23;7;48,31
2008-11-23;8;51,00
2008-11-23;9;75,00
2008-11-23;10;97,00
2008-11-23;11;105,00
2008-11-23;12;103,00
2008-11-23;13;105,01
2008-11-23;14;95,02
2008-11-23;15;95,00
2008-11-23;16;93,45
2008-11-23;17;97,01
2008-11-23;18;125,00
2008-11-23;19;137,00
2008-11-23;20;137,01
2008-11-23;21;125,32
2008-11-23;22;105,01
2008-11-23;23;86,87
2008-11-23;24;84,59
2008-11-24;1;83,32
2008-11-24;2;74,16
2008-11-24;3;67,58
2008-11-24;4;62,92
2008-11-24;5;53,53
2008-11-24;6;69,57
2008-11-24;7;87,00
2008-11-24;8;90,10
2008-11-24;9;101,14
2008-11-24;10;101,27
2008-11-24;11;98,52
