Data,Ora,PUN
20040401,1,35.45
20040401,2,33.06
20040401,3,32.01
20040401,4,31.02
20040401,5,31.22
20040401,6,30.82
20040401,7,35.72
20040401,8,67.71
20040401,9,70.04
20040401,10,69.99
20040401,11,69.41
20040401,12,69.29
20040401,13,69.11
20040401,14,67.57
20040401,15,67.73
20040401,16,68.67
20040401,17,67.67
20040401,18,67.57
20040401,19,68.15
20040401,20,69.37
20040401,21,68.5
20040401,22,68.67
20040401,23,35.48
20040401,24,33.73
20040402,1,33.42
20040402,2,26.21
20040402,3,26.02
20040402,4,27.43
20040402,5,25.38
20040402,6,25.92
20040402,7,35.03
20040402,8,68.72
20040402,9,70.07
20040402,10,70.79
20040402,11,70.04
20040402,12,70.19
20040402,13,69.4
20040402,14,69.44
20040402,15,69.43
20040402,16,69.63
20040402,17,69.25
20040402,18,69.1
20040402,19,69.38
20040402,20,69.98
20040402,21,68.32
20040402,22,69.48
20040402,23,38.6
20040402,24,36.51
20040403,1,30.47
20040403,2,34.95
20040403,3,35.77
20040403,4,35.71
20040403,5,34.89
20040403,6,32.87
20040403,7,31.02
20040403,8,36.31
20040403,9,49.17
20040403,10,48.66
20040403,11,47.77
20040403,12,47.96
20040403,13,36.28
20040403,14,36.34
20040403,15,31.9
20040403,16,31.88
20040403,17,31.76
20040403,18,31.95
20040403,19,31.38
20040403,20,31.84
20040403,21,39.15
20040403,22,38.68
20040403,23,35.91
20040403,24,34.64
20040404,1,26.14
20040404,2,24.24
20040404,3,25.78
20040404,4,25.83
20040404,5,25.81
20040404,6,25.81
20040404,7,2.68
20040404,8,4.32
20040404,9,6.3
20040404,10,28.06
20040404,11,32.34
20040404,12,32.21
20040404,13,27.74
20040404,14,5.64
20040404,15,5.21
20040404,16,5.51
20040404,17,2.12
20040404,18,4.28
20040404,19,4.01
20040404,20,35.39
20040404,21,43.04
20040404,22,41.75
20040404,23,30.28
20040404,24,24.1
20040405,1,26.11
20040405,2,25.78
20040405,3,25.48
20040405,4,20.99
20040405,5,25.56
20040405,6,29.89
20040405,7,30.77
20040405,8,68.44
20040405,9,69.1
20040405,10,68.74
20040405,11,69.15
20040405,12,68.88
20040405,13,68.44
20040405,14,68.74
20040405,15,69.26
20040405,16,68.85
20040405,17,68.75
20040405,18,69.05
20040405,19,68.99
20040405,20,69.3
20040405,21,69.49
20040405,22,69.06
20040405,23,35.37
20040405,24,34.38
20040406,1,35.18
20040406,2,35.2
20040406,3,34.7
20040406,4,34.63
20040406,5,34.37
20040406,6,35.24
20040406,7,37.94
20040406,8,70.94
20040406,9,85.42
20040406,10,85.42
20040406,11,84.12
20040406,12,70.48
20040406,13,69.13
20040406,14,70.43
20040406,15,83.38
20040406,16,83.4
20040406,17,83.39
20040406,18,83.34
20040406,19,83.88
20040406,20,75.66
20040406,21,75.37
20040406,22,75.41
20040406,23,49.51
20040406,24,34.98
20040407,1,33.35
20040407,2,33.38
20040407,3,31.81
20040407,4,30.38
20040407,5,30.38
20040407,6,34.15
20040407,7,33.97
20040407,8,64.95
20040407,9,65.89
20040407,10,65.24
20040407,11,65.46
20040407,12,65.71
20040407,13,64.76
20040407,14,64.82
20040407,15,64.54
20040407,16,64.58
20040407,17,64.54
20040407,18,64.39
20040407,19,64.22
20040407,20,64.45
20040407,21,64.64
20040407,22,64.8
20040407,23,34.96
20040407,24,33.12
20040408,1,33.87
20040408,2,32.26
20040408,3,30.73
20040408,4,30.33
20040408,5,29.73
20040408,6,31.27
20040408,7,29.29
20040408,8,64.4
20040408,9,65.12
20040408,10,65.35
20040408,11,65.44
20040408,12,65.11
20040408,13,65.36
20040408,14,65.03
20040408,15,65.08
20040408,16,65.05
20040408,17,65.08
20040408,18,65
20040408,19,64.89
20040408,20,64.86
20040408,21,64.63
20040408,22,64.67
20040408,23,35.38
20040408,24,30.03
20040409,1,34.79
20040409,2,33.28
20040409,3,32.41
20040409,4,34.78
20040409,5,34.8
20040409,6,35.73
20040409,7,32.94
20040409,8,64.86
20040409,9,66.08
20040409,10,65.77
20040409,11,65.86
20040409,12,65.79
20040409,13,65.73
20040409,14,65.63
20040409,15,65.09
20040409,16,65.03
20040409,17,65.04
20040409,18,65.06
20040409,19,64.96
20040409,20,65.04
20040409,21,64.67
20040409,22,64.78
20040409,23,50.58
20040409,24,64.02
20040410,1,60.15
20040410,2,60.06
20040410,3,59.7
20040410,4,41.34
20040410,5,53.98
20040410,6,41.91
20040410,7,36.36
20040410,8,37.25
20040410,9,63.6
20040410,10,58.77
20040410,11,57.91
20040410,12,53.54
20040410,13,50.66
20040410,14,39.6
20040410,15,42.06
20040410,16,42.17
20040410,17,42.07
20040410,18,42.14
20040410,19,51.86
20040410,20,51.12
20040410,21,52.22
20040410,22,51.31
20040410,23,41.77
20040410,24,36.53
20040411,1,34.81
20040411,2,34.06
20040411,3,33.53
20040411,4,33.51
20040411,5,34.42
20040411,6,33.82
20040411,7,27.9
20040411,8,25.83
20040411,9,41.43
20040411,10,43.05
20040411,11,43.1
20040411,12,43.06
20040411,13,38.77
20040411,14,31.33
20040411,15,31.15
20040411,16,27.24
20040411,17,26.71
20040411,18,26.05
20040411,19,35.43
20040411,20,46.85
20040411,21,47.06
20040411,22,40.44
20040411,23,38.34
20040411,24,35.81
20040412,1,30.52
20040412,2,25.82
20040412,3,28.27
20040412,4,29.03
20040412,5,25.57
20040412,6,28.74
20040412,7,32.07
20040412,8,32.67
20040412,9,44.96
20040412,10,37.35
20040412,11,45
20040412,12,37.77
20040412,13,38.3
20040412,14,34.19
20040412,15,34.26
20040412,16,32.74
20040412,17,25.66
20040412,18,25.67
20040412,19,36.82
20040412,20,39.24
20040412,21,47.41
20040412,22,47.23
20040412,23,37.17
20040412,24,37.22
20040413,1,35.83
20040413,2,35.72
20040413,3,32.51
20040413,4,34.32
20040413,5,34.27
20040413,6,31.53
20040413,7,31.03
20040413,8,39.43
20040413,9,66.13
20040413,10,66.09
20040413,11,66.14
20040413,12,66.1
20040413,13,66.13
20040413,14,66.14
20040413,15,65.27
20040413,16,64.74
20040413,17,66.22
20040413,18,66.22
20040413,19,66.18
20040413,20,66.07
20040413,21,66.11
20040413,22,51.24
20040413,23,39.46
20040413,24,36.18
20040414,1,34.7
20040414,2,30.91
20040414,3,30.09
20040414,4,29.99
20040414,5,29.56
20040414,6,29.42
20040414,7,29.98
20040414,8,35.71
20040414,9,64.59
20040414,10,64.5
20040414,11,64.65
20040414,12,63.39
20040414,13,64.42
20040414,14,64.01
20040414,15,64.09
20040414,16,64.11
20040414,17,65.35
20040414,18,64.6
20040414,19,64.24
20040414,20,64.15
20040414,21,64.82
20040414,22,41.99
20040414,23,35.88
20040414,24,34.19
20040415,1,26.54
20040415,2,20.99
20040415,3,21.56
20040415,4,21.56
20040415,5,21.54
20040415,6,25.95
20040415,7,27.06
20040415,8,27.71
20040415,9,64.43
20040415,10,64.52
20040415,11,64.6
20040415,12,64.72
20040415,13,64.43
20040415,14,64.38
20040415,15,64.24
20040415,16,64.24
20040415,17,64.33
20040415,18,64.38
20040415,19,64.27
20040415,20,64.44
20040415,21,64.73
20040415,22,49.21
20040415,23,39.64
20040415,24,35.99
20040416,1,32.95
20040416,2,33.87
20040416,3,33.85
20040416,4,33.65
20040416,5,32.85
20040416,6,32.94
20040416,7,32.21
20040416,8,36.15
20040416,9,70.72
20040416,10,70.73
20040416,11,70.73
20040416,12,70.71
20040416,13,69.78
20040416,14,70.28
20040416,15,70.71
20040416,16,70.24
20040416,17,70.18
20040416,18,70.06
20040416,19,69.74
20040416,20,70.11
20040416,21,69.81
20040416,22,47.73
20040416,23,40.52
20040416,24,42.46
20040417,1,48.23
20040417,2,35.02
20040417,3,34.53
20040417,4,32.94
20040417,5,32.85
20040417,6,32.94
20040417,7,33.69
20040417,8,36.48
20040417,9,62.33
20040417,10,62.4
20040417,11,62.6
20040417,12,62.43
20040417,13,45.75
20040417,14,41.23
20040417,15,39.21
20040417,16,37.17
20040417,17,37.1
20040417,18,37.03
20040417,19,44.84
20040417,20,46.61
20040417,21,44.03
20040417,22,29.68
20040417,23,37.08
20040417,24,34.4
20040418,1,31.69
20040418,2,31.27
20040418,3,30.94
20040418,4,30.85
20040418,5,30.77
20040418,6,30.74
20040418,7,27.93
20040418,8,26.5
20040418,9,28.28
20040418,10,28.33
20040418,11,45.46
20040418,12,79.05
20040418,13,77.75
20040418,14,77.93
20040418,15,76.78
20040418,16,35.49
20040418,17,28.14
20040418,18,27.94
20040418,19,46.05
20040418,20,81.29
20040418,21,81.85
20040418,22,71.26
20040418,23,32.49
20040418,24,33.05
20040419,1,31.46
20040419,2,28.79
20040419,3,26.39
20040419,4,26.01
20040419,5,25.98
20040419,6,28.24
20040419,7,26.88
20040419,8,33.85
20040419,9,70.15
20040419,10,69.75
20040419,11,69.73
20040419,12,69.73
20040419,13,69.75
20040419,14,70.14
20040419,15,70.98
20040419,16,70.21
20040419,17,70.2
20040419,18,69.95
20040419,19,69.73
20040419,20,69.73
20040419,21,69.71
20040419,22,47.94
20040419,23,44.65
20040419,24,45.2
20040420,1,32.97
20040420,2,32.28
20040420,3,29.58
20040420,4,29.51
20040420,5,30
20040420,6,32.31
20040420,7,28.81
20040420,8,24.61
20040420,9,69.72
20040420,10,69.48
20040420,11,69.49
20040420,12,69.68
20040420,13,69.42
20040420,14,66.8
20040420,15,67.29
20040420,16,69.8
20040420,17,69.7
20040420,18,67.25
20040420,19,43.16
20040420,20,62.83
20040420,21,69.49
20040420,22,41.32
20040420,23,43.76
20040420,24,43.56
20040421,1,30.24
20040421,2,30.69
20040421,3,29.92
20040421,4,28.25
20040421,5,28.25
20040421,6,29.92
20040421,7,28.85
20040421,8,66.47
20040421,9,70.9
20040421,10,70.13
20040421,11,68.74
20040421,12,70.13
20040421,13,65.47
20040421,14,65.55
20040421,15,68.92
20040421,16,70.14
20040421,17,70.17
20040421,18,70.19
20040421,19,66.71
20040421,20,66.6
20040421,21,63.69
20040421,22,60.13
20040421,23,43.7
20040421,24,47.26
20040422,1,26.94
20040422,2,29.86
20040422,3,28.23
20040422,4,27.71
20040422,5,28.24
20040422,6,27.8
20040422,7,27.78
20040422,8,61.45
20040422,9,64.6
20040422,10,70.87
20040422,11,70.37
20040422,12,70.2
20040422,13,66.18
20040422,14,66.18
20040422,15,69.92
20040422,16,69.7
20040422,17,69.54
20040422,18,69.67
20040422,19,60.31
20040422,20,60.73
20040422,21,63.67
20040422,22,50.66
20040422,23,52.35
20040422,24,52.31
20040423,1,31.34
20040423,2,26.81
20040423,3,26.02
20040423,4,26.01
20040423,5,25.97
20040423,6,26.01
20040423,7,27.44
20040423,8,61.48
20040423,9,63.09
20040423,10,69.89
20040423,11,69.72
20040423,12,69.71
20040423,13,62.53
20040423,14,64.57
20040423,15,69.78
20040423,16,69.82
20040423,17,69.77
20040423,18,69.82
20040423,19,61.9
20040423,20,60.01
20040423,21,63.08
20040423,22,51.75
20040423,23,53.56
20040423,24,51.08
20040424,1,38.66
20040424,2,33.11
20040424,3,34.97
20040424,4,32.34
20040424,5,29.99
20040424,6,29.98
20040424,7,27.79
20040424,8,32.65
20040424,9,44.18
20040424,10,44.02
20040424,11,44.46
20040424,12,42.76
20040424,13,40.2
20040424,14,33.24
20040424,15,32.64
20040424,16,33.09
20040424,17,33.07
20040424,18,32.88
20040424,19,32.93
20040424,20,32.55
20040424,21,42.69
20040424,22,31.75
20040424,23,27.93
20040424,24,31.79
20040425,1,25.8
20040425,2,24.81
20040425,3,24.64
20040425,4,24.73
20040425,5,3.34
20040425,6,3.38
20040425,7,5.53
20040425,8,5.59
20040425,9,11.97
20040425,10,33.79
20040425,11,33.76
20040425,12,33.69
20040425,13,30.32
20040425,14,30.29
20040425,15,14.6
20040425,16,14.79
20040425,17,14.83
20040425,18,11.7
20040425,19,14.56
20040425,20,20.72
20040425,21,33.68
20040425,22,27.32
20040425,23,27.36
20040425,24,26.8
20040426,1,25.11
20040426,2,24.74
20040426,3,24.73
20040426,4,24.73
20040426,5,24.64
20040426,6,24.88
20040426,7,25.3
20040426,8,60.68
20040426,9,65.21
20040426,10,72.24
20040426,11,72.22
20040426,12,72.01
20040426,13,69.54
20040426,14,69.71
20040426,15,72
20040426,16,70.51
20040426,17,71.67
20040426,18,70.46
20040426,19,69.19
20040426,20,67.85
20040426,21,66.86
20040426,22,47.13
20040426,23,46.15
20040426,24,45.05
20040427,1,30.42
20040427,2,30.5
20040427,3,30.54
20040427,4,26.05
20040427,5,25.99
20040427,6,25.82
20040427,7,26.94
20040427,8,62.94
20040427,9,63.38
20040427,10,71.21
20040427,11,71.21
20040427,12,71.39
20040427,13,68.56
20040427,14,69.23
20040427,15,70.39
20040427,16,71.52
20040427,17,70.87
20040427,18,70.83
20040427,19,68.32
20040427,20,68.27
20040427,21,69.67
20040427,22,48.23
20040427,23,45.32
20040427,24,44.59
20040428,1,28.6
20040428,2,29.17
20040428,3,29.16
20040428,4,29.11
20040428,5,28.69
20040428,6,29.17
20040428,7,27.82
20040428,8,62.42
20040428,9,62.47
20040428,10,70.28
20040428,11,70.16
20040428,12,69.92
20040428,13,65.07
20040428,14,63.99
20040428,15,69.84
20040428,16,69.92
20040428,17,69.89
20040428,18,65.41
20040428,19,55.87
20040428,20,54.35
20040428,21,63.93
20040428,22,43.77
20040428,23,40.06
20040428,24,40.22
20040429,1,25.81
20040429,2,25.89
20040429,3,25.8
20040429,4,25.93
20040429,5,25.83
20040429,6,25.92
20040429,7,26.06
20040429,8,63.43
20040429,9,62.73
20040429,10,70.01
20040429,11,71.5
20040429,12,70.05
20040429,13,68.49
20040429,14,68.21
20040429,15,70.53
20040429,16,70.57
20040429,17,70.56
20040429,18,70.05
20040429,19,69.28
20040429,20,68.05
20040429,21,68.21
20040429,22,49.77
20040429,23,48.05
20040429,24,48.23
20040430,1,34.87
20040430,2,34.38
20040430,3,29.58
20040430,4,29.2
20040430,5,26.52
20040430,6,28.56
20040430,7,28.66
20040430,8,63.56
20040430,9,63.9
20040430,10,70.49
20040430,11,71.11
20040430,12,71.11
20040430,13,65.58
20040430,14,63.85
20040430,15,68.99
20040430,16,69.11
20040430,17,69.07
20040430,18,69.2
20040430,19,63.97
20040430,20,62.43
20040430,21,63.51
20040430,22,45.61
20040430,23,61.82
20040430,24,61.74
20040501,1,48.58
20040501,2,48.4
20040501,3,48.2
20040501,4,48
20040501,5,47.81
20040501,6,38.29
20040501,7,30.21
20040501,8,32.53
20040501,9,40.35
20040501,10,31.32
20040501,11,28.71
20040501,12,28.66
20040501,13,30.85
20040501,14,34.41
20040501,15,35.24
20040501,16,42.11
20040501,17,35.74
20040501,18,28.97
20040501,19,33.69
20040501,20,41.94
20040501,21,50.97
20040501,22,51
20040501,23,32.01
20040501,24,37.24
20040502,1,22.65
20040502,2,28.32
20040502,3,28.2
20040502,4,31.52
20040502,5,33.09
20040502,6,32.67
20040502,7,33.61
20040502,8,45.68
20040502,9,45.68
20040502,10,48.43
20040502,11,46.83
20040502,12,48.93
20040502,13,48.9
20040502,14,48.14
20040502,15,46.41
20040502,16,46.39
20040502,17,46.39
20040502,18,46.39
20040502,19,46.85
20040502,20,47.52
20040502,21,57.84
20040502,22,57.78
20040502,23,46.88
20040502,24,46.48
20040503,1,34.86
20040503,2,34.39
20040503,3,35.41
20040503,4,33.46
20040503,5,32.43
20040503,6,31.35
20040503,7,25.78
20040503,8,62.3
20040503,9,63.41
20040503,10,66.94
20040503,11,66.91
20040503,12,66.91
20040503,13,67.64
20040503,14,67.73
20040503,15,67.55
20040503,16,68.17
20040503,17,68.23
20040503,18,68.16
20040503,19,67.46
20040503,20,66.89
20040503,21,67.08
20040503,22,67.01
20040503,23,44.83
20040503,24,45.05
20040504,1,24.66
20040504,2,24.56
20040504,3,24.48
20040504,4,24.48
20040504,5,24.51
20040504,6,24.57
20040504,7,25.47
20040504,8,62.62
20040504,9,63.11
20040504,10,68.19
20040504,11,68.21
20040504,12,68.16
20040504,13,68.16
20040504,14,68.19
20040504,15,68.17
20040504,16,68.25
20040504,17,68.18
20040504,18,68.15
20040504,19,68.09
20040504,20,68.06
20040504,21,69.34
20040504,22,67.36
20040504,23,41.15
20040504,24,43.16
20040505,1,30.31
20040505,2,30.66
20040505,3,27.55
20040505,4,27.74
20040505,5,27.07
20040505,6,28.03
20040505,7,28.88
20040505,8,62.68
20040505,9,63.76
20040505,10,68.22
20040505,11,68.27
20040505,12,68.13
20040505,13,68.07
20040505,14,67.7
20040505,15,67.78
20040505,16,67.46
20040505,17,67.7
20040505,18,67.7
20040505,19,67.65
20040505,20,67.45
20040505,21,67.47
20040505,22,67.66
20040505,23,55.42
20040505,24,55.54
20040506,1,27.94
20040506,2,27.48
20040506,3,26.12
20040506,4,25.35
20040506,5,25.04
20040506,6,25.26
20040506,7,25.33
20040506,8,61.78
20040506,9,61.4
20040506,10,67.53
20040506,11,66.36
20040506,12,66.39
20040506,13,66.83
20040506,14,67.37
20040506,15,66.59
20040506,16,66.53
20040506,17,66.63
20040506,18,66.39
20040506,19,61.95
20040506,20,43.26
20040506,21,54.11
20040506,22,54.5
20040506,23,36.96
20040506,24,37.38
20040507,1,27.51
20040507,2,27.55
20040507,3,26.24
20040507,4,25.52
20040507,5,26.04
20040507,6,25.97
20040507,7,26.62
20040507,8,64.81
20040507,9,65.19
20040507,10,69.3
20040507,11,69.31
20040507,12,69.31
20040507,13,69.35
20040507,14,69.33
20040507,15,69.39
20040507,16,69.39
20040507,17,69.35
20040507,18,69.33
20040507,19,69.3
20040507,20,68.6
20040507,21,68.49
20040507,22,68.48
20040507,23,43.77
20040507,24,43.36
20040508,1,28.84
20040508,2,32.69
20040508,3,32.7
20040508,4,30.54
20040508,5,30.46
20040508,6,30.35
20040508,7,31.09
20040508,8,41.88
20040508,9,50.03
20040508,10,46.62
20040508,11,49.01
20040508,12,51.25
20040508,13,45.34
20040508,14,36.73
20040508,15,27.8
20040508,16,27.78
20040508,17,27.53
20040508,18,26.04
20040508,19,30.48
20040508,20,26.55
20040508,21,27.62
20040508,22,27.06
20040508,23,25.45
20040508,24,25.18
20040509,1,25.52
20040509,2,25.4
20040509,3,25.22
20040509,4,25.2
20040509,5,25.2
20040509,6,24.92
20040509,7,24.65
20040509,8,26.73
20040509,9,26.77
20040509,10,26.59
20040509,11,27.88
20040509,12,28.15
20040509,13,26.42
20040509,14,26.59
20040509,15,26.78
20040509,16,26.91
20040509,17,26.48
20040509,18,26.89
20040509,19,27.73
20040509,20,27.88
20040509,21,27.16
20040509,22,26.9
20040509,23,25.22
20040509,24,25.18
20040510,1,25.53
20040510,2,25.46
20040510,3,24.86
20040510,4,24.72
20040510,5,24.72
20040510,6,24.87
20040510,7,24.72
20040510,8,55.45
20040510,9,63.53
20040510,10,68.8
20040510,11,68.41
20040510,12,68.38
20040510,13,68.56
20040510,14,68.55
20040510,15,69.38
20040510,16,69.71
20040510,17,69.05
20040510,18,68.4
20040510,19,68.78
20040510,20,69
20040510,21,69.59
20040510,22,69.9
20040510,23,47.75
20040510,24,45.96
20040511,1,25.07
20040511,2,25.08
20040511,3,24.7
20040511,4,24.7
20040511,5,24.76
20040511,6,24.7
20040511,7,24.64
20040511,8,48.32
20040511,9,59.07
20040511,10,67.05
20040511,11,60.85
20040511,12,55.24
20040511,13,68.69
20040511,14,68.16
20040511,15,66.52
20040511,16,68.66
20040511,17,68.14
20040511,18,55.18
20040511,19,44.49
20040511,20,44.65
20040511,21,44.77
20040511,22,47.78
20040511,23,29.47
20040511,24,25.07
20040512,1,35.77
20040512,2,33.67
20040512,3,32.89
20040512,4,32.23
20040512,5,33.78
20040512,6,33.1
20040512,7,29.78
20040512,8,65.48
20040512,9,66.13
20040512,10,71.07
20040512,11,71.35
20040512,12,71.38
20040512,13,71.03
20040512,14,71.04
20040512,15,71.11
20040512,16,70.5
20040512,17,71.14
20040512,18,71.1
20040512,19,70.35
20040512,20,52.74
20040512,21,71.13
20040512,22,70.98
20040512,23,49.78
20040512,24,52.07
20040513,1,27.66
20040513,2,25.78
20040513,3,28.04
20040513,4,28.04
20040513,5,25.86
20040513,6,25.78
20040513,7,27.99
20040513,8,66.62
20040513,9,66.01
20040513,10,70.78
20040513,11,70.98
20040513,12,70.79
20040513,13,70.98
20040513,14,70.95
20040513,15,70.99
20040513,16,70.81
20040513,17,71.38
20040513,18,70.98
20040513,19,70.64
20040513,20,70.31
20040513,21,70.24
20040513,22,71.4
20040513,23,37.46
20040513,24,43.4
20040514,1,31.4
20040514,2,32.47
20040514,3,33.31
20040514,4,30.86
20040514,5,32.22
20040514,6,31.68
20040514,7,29
20040514,8,64.28
20040514,9,64.96
20040514,10,69.66
20040514,11,69.69
20040514,12,69.68
20040514,13,69.85
20040514,14,69.14
20040514,15,69.61
20040514,16,69.94
20040514,17,69.47
20040514,18,69.69
20040514,19,69.82
20040514,20,69.78
20040514,21,69.77
20040514,22,70.14
20040514,23,45.74
20040514,24,46.78
20040515,1,27.26
20040515,2,25.05
20040515,3,24.82
20040515,4,24.53
20040515,5,24.53
20040515,6,24.53
20040515,7,24.54
20040515,8,39.81
20040515,9,41.55
20040515,10,46.97
20040515,11,52.49
20040515,12,51.83
20040515,13,46.21
20040515,14,38.83
20040515,15,31.5
20040515,16,31.51
20040515,17,31.29
20040515,18,31.85
20040515,19,35.8
20040515,20,36.41
20040515,21,41.4
20040515,22,38.99
20040515,23,30.6
20040515,24,24.83
20040516,1,25.04
20040516,2,31.74
20040516,3,31.89
20040516,4,27.57
20040516,5,26.44
20040516,6,25.04
20040516,7,24.74
20040516,8,32.9
20040516,9,30.39
20040516,10,31.29
20040516,11,32.21
20040516,12,33.17
20040516,13,33.72
20040516,14,33.65
20040516,15,32.67
20040516,16,29.15
20040516,17,31.41
20040516,18,29.73
20040516,19,33.2
20040516,20,33.54
20040516,21,36.25
20040516,22,42.11
20040516,23,35.73
20040516,24,33.18
20040517,1,25.08
20040517,2,24.83
20040517,3,24.83
20040517,4,24.63
20040517,5,24.7
20040517,6,24.67
20040517,7,24.84
20040517,8,46.73
20040517,9,59.31
20040517,10,71.69
20040517,11,62.55
20040517,12,62.2
20040517,13,70.78
20040517,14,70.61
20040517,15,70.58
20040517,16,70.54
20040517,17,70.61
20040517,18,62.04
20040517,19,54.22
20040517,20,50.18
20040517,21,54.1
20040517,22,55.72
20040517,23,38.5
20040517,24,37.41
20040518,1,30.46
20040518,2,28.11
20040518,3,28.39
20040518,4,27.74
20040518,5,25.75
20040518,6,25.03
20040518,7,24.66
20040518,8,46.84
20040518,9,61.2
20040518,10,68.08
20040518,11,71.45
20040518,12,70.48
20040518,13,50.09
20040518,14,62.05
20040518,15,70.45
20040518,16,70.53
20040518,17,70.5
20040518,18,53.54
20040518,19,53.33
20040518,20,50.08
20040518,21,55.3
20040518,22,70.42
20040518,23,41.14
20040518,24,35.04
20040519,1,32.68
20040519,2,30.51
20040519,3,30.55
20040519,4,27.74
20040519,5,26.14
20040519,6,25.45
20040519,7,24.96
20040519,8,64.26
20040519,9,65.09
20040519,10,71.87
20040519,11,71.66
20040519,12,71.11
20040519,13,59.68
20040519,14,67.72
20040519,15,70.9
20040519,16,70.44
20040519,17,70.67
20040519,18,67.64
20040519,19,67.55
20040519,20,53.02
20040519,21,57.69
20040519,22,71.58
20040519,23,44.6
20040519,24,46.2
20040520,1,25.95
20040520,2,25.71
20040520,3,25.58
20040520,4,25.75
20040520,5,33.73
20040520,6,31.64
20040520,7,25.74
20040520,8,68.23
20040520,9,69.1
20040520,10,77.32
20040520,11,77.31
20040520,12,77.07
20040520,13,73.59
20040520,14,74.4
20040520,15,75.02
20040520,16,74.78
20040520,17,74.16
20040520,18,59.47
20040520,19,53.75
20040520,20,49.03
20040520,21,56.74
20040520,22,55.93
20040520,23,42.31
20040520,24,46.6
20040521,1,34.98
20040521,2,47.58
20040521,3,44.17
20040521,4,36.49
20040521,5,33.65
20040521,6,25.89
20040521,7,34.12
20040521,8,74.49
20040521,9,74.62
20040521,10,79.66
20040521,11,79.68
20040521,12,79.7
20040521,13,76.78
20040521,14,76.7
20040521,15,76.69
20040521,16,76.69
20040521,17,76.75
20040521,18,76.73
20040521,19,76.28
20040521,20,70.51
20040521,21,70.62
20040521,22,75.28
20040521,23,56.09
20040521,24,51.69
20040522,1,25.14
20040522,2,26.09
20040522,3,26.12
20040522,4,25.91
20040522,5,25.08
20040522,6,25.49
20040522,7,25.54
20040522,8,31.44
20040522,9,34.11
20040522,10,36.49
20040522,11,40.26
20040522,12,39.39
20040522,13,37.32
20040522,14,33.98
20040522,15,33.09
20040522,16,33.08
20040522,17,33.02
20040522,18,33.47
20040522,19,33.87
20040522,20,35.01
20040522,21,41.42
20040522,22,41.67
20040522,23,30.31
20040522,24,29.5
20040523,1,1.12
20040523,2,1.17
20040523,3,1.17
20040523,4,1.2
20040523,5,1.21
20040523,6,1.25
20040523,7,1.27
20040523,8,1.24
20040523,9,1.18
20040523,10,1.14
20040523,11,1.13
20040523,12,1.12
20040523,13,1.13
20040523,14,1.13
20040523,15,1.15
20040523,16,1.17
20040523,17,1.18
20040523,18,1.18
20040523,19,1.14
20040523,20,1.11
20040523,21,1.1
20040523,22,2.26
20040523,23,1.13
20040523,24,1.17
20040524,1,25.05
20040524,2,25.26
20040524,3,24.78
20040524,4,24.74
20040524,5,24.76
20040524,6,11.29
20040524,7,24.53
20040524,8,29.09
20040524,9,42.42
20040524,10,46.92
20040524,11,64.12
20040524,12,51.4
20040524,13,68.98
20040524,14,68.5
20040524,15,70.57
20040524,16,71.88
20040524,17,71.93
20040524,18,70.95
20040524,19,48.2
20040524,20,29.66
20040524,21,32.35
20040524,22,45.05
20040524,23,30.33
20040524,24,25.9
20040525,1,29.57
20040525,2,25.7
20040525,3,24.95
20040525,4,25.1
20040525,5,25.13
20040525,6,25.11
20040525,7,25.1
20040525,8,68.65
20040525,9,60.57
20040525,10,72.97
20040525,11,73.59
20040525,12,73.73
20040525,13,71.34
20040525,14,70.97
20040525,15,72.49
20040525,16,72.48
20040525,17,72.5
20040525,18,72.25
20040525,19,69.9
20040525,20,56.51
20040525,21,53.48
20040525,22,54.73
20040525,23,47.79
20040525,24,35.27
20040526,1,25.75
20040526,2,25.47
20040526,3,27.23
20040526,4,26.84
20040526,5,25.38
20040526,6,25.13
20040526,7,25.02
20040526,8,26.33
20040526,9,38.56
20040526,10,55.26
20040526,11,55.81
20040526,12,47.18
20040526,13,44.58
20040526,14,36.6
20040526,15,41.11
20040526,16,48.12
20040526,17,38.33
20040526,18,36.52
20040526,19,24.68
20040526,20,21.7
20040526,21,29.91
20040526,22,32.64
20040526,23,24.66
20040526,24,24.5
20040527,1,27.54
20040527,2,28.2
20040527,3,28.89
20040527,4,27.84
20040527,5,27.64
20040527,6,25.91
20040527,7,27.81
20040527,8,77.72
20040527,9,67.93
20040527,10,80.99
20040527,11,80.68
20040527,12,80.77
20040527,13,78.76
20040527,14,78.5
20040527,15,77.5
20040527,16,77.87
20040527,17,77.56
20040527,18,59.83
20040527,19,61.87
20040527,20,58
20040527,21,50.04
20040527,22,50.66
20040527,23,36.08
20040527,24,35.15
20040528,1,26.63
20040528,2,28.44
20040528,3,28.47
20040528,4,28.88
20040528,5,28.49
20040528,6,26.86
20040528,7,27.99
20040528,8,63.48
20040528,9,63.46
20040528,10,84.43
20040528,11,82.2
20040528,12,82.19
20040528,13,79.63
20040528,14,80.19
20040528,15,81.06
20040528,16,80.65
20040528,17,80.49
20040528,18,64.41
20040528,19,60.33
20040528,20,62
20040528,21,59.45
20040528,22,63.51
20040528,23,52.89
20040528,24,44.32
20040529,1,39.94
20040529,2,38.94
20040529,3,38.94
20040529,4,38.94
20040529,5,38.73
20040529,6,37.69
20040529,7,31.79
20040529,8,38.39
