PUN_n,df24
0.3356470588235294,0.31176470588235294
0.334,0.3195882352941176
0.4086470588235294,0.36070588235294115
0.5007058823529412,0.42082352941176476
0.472764705882353,0.4482941176470588
0.4577647058823529,0.4358235294117647
0.44058823529411767,0.4097058823529412
0.4022941176470588,0.3644117647058824
0.3764705882352941,0.33141176470588235
0.3285294117647059,0.31741176470588234
0.30223529411764705,0.3046470588235294
0.28241176470588236,0.2936470588235294
0.24641176470588236,0.2691176470588235
0.24105882352941174,0.26482352941176474
0.28811764705882353,0.30217647058823527
0.38076470588235295,0.35311764705882354
0.5203529411764706,0.4012941176470588
0.6062941176470588,0.46376470588235297
0.6002352941176471,0.4222941176470589
0.5637058823529412,0.4154705882352941
0.5592941176470588,0.4017647058823529
0.5294705882352941,0.39223529411764707
0.527235294117647,0.3997058823529412
0.558470588235294,0.3994705882352941
0.5631176470588235,0.42076470588235293
0.5645882352941176,0.4251176470588235
0.6132941176470589,0.4688235294117647
0.6679411764705883,0.49611764705882355
0.6049411764705882,0.4755882352941176
0.528235294117647,0.4591176470588235
0.45676470588235296,0.385
0.4333529411764706,0.36658823529411766
0.4236470588235294,0.3528235294117647
0.40476470588235297,0.35258823529411765
0.3761764705882353,0.35058823529411764
0.3846470588235294,0.34758823529411764
0.3292941176470588,0.3411176470588235
0.32723529411764707,0.3476470588235294
0.37717647058823534,0.35200000000000004
0.47770588235294115,0.3794705882352941
0.6150588235294118,0.4917647058823529
0.7058823529411764,0.5588235294117647
0.7058823529411764,0.6326470588235293
0.6598823529411765,0.5995294117647059
0.633,0.5154705882352941
0.5751176470588235,0.4827058823529412
0.5337647058823529,0.47058823529411764
0.5619411764705883,0.5064117647058823
0.5805882352941176,0.5294117647058824
0.6055294117647059,0.5764705882352941
0.7058823529411764,0.7058823529411764
0.822529411764706,0.6414117647058823
0.6727058823529412,0.5783529411764705
0.573764705882353,0.5450588235294117
0.4926470588235294,0.5387058823529411
0.4702941176470588,0.4177058823529412
0.4754705882352941,0.394
0.42217647058823526,0.3909411764705882
0.3672941176470588,0.38111764705882356
0.33988235294117647,0.365
0.3184705882352941,0.34241176470588236
0.30629411764705883,0.3447058823529412
0.3552941176470588,0.3664117647058823
0.4686470588235294,0.43541176470588233
0.5925882352941176,0.5335294117647059
0.6031764705882353,0.5698823529411764
0.5959411764705882,0.5476470588235294
0.5582941176470588,0.48570588235294115
0.502,0.46370588235294113
0.4869411764705882,0.4578235294117647
0.46758823529411764,0.44811764705882356
0.4674117647058823,0.4566470588235294
0.5042941176470589,0.4572352941176471
0.4776470588235294,0.47058823529411764
0.5762352941176471,0.49205882352941177
0.6440588235294117,0.5632941176470588
0.5911764705882353,0.5218235294117647
0.49511764705882355,0.5030588235294118
0.4774117647058823,0.46258823529411763
0.4753529411764706,0.46399999999999997
0.4548235294117647,0.4270588235294117
0.4162941176470588,0.44635294117647056
0.38894117647058823,0.4505882352941176
0.374,0.4274117647058823
0.35152941176470587,0.42105882352941176
0.3453529411764706,0.41823529411764704
0.38070588235294117,0.42282352941176465
0.46276470588235297,0.4515294117647059
0.5217647058823529,0.4931176470588235
0.5918823529411765,0.5672352941176471
0.5950588235294118,0.5882352941176471
0.6346470588235295,0.5785882352941176
0.544,0.5112941176470588
0.4744705882352941,0.47241176470588236
0.47441176470588237,0.46058823529411763
0.48570588235294115,0.4864117647058823
0.4741764705882353,0.49276470588235294
0.5044705882352941,0.5111176470588236
0.5078823529411765,0.5882352941176471
0.6470588235294118,0.5698823529411764
0.573,0.5167058823529412
0.5065882352941177,0.48552941176470593
0.5011764705882353,0.4671764705882353
0.47305882352941175,0.43082352941176466
0.43158823529411766,0.39488235294117646
0.42576470588235293,0.38829411764705885
0.42064705882352943,0.35252941176470587
0.4031176470588235,0.32011764705882356
0.38617647058823534,0.301
0.35888235294117643,0.28852941176470587
0.4340588235294118,0.3458823529411765
0.5154705882352941,0.44723529411764706
0.5857058823529411,0.49882352941176467
0.7058823529411764,0.5236470588235294
0.6035882352941176,0.5521176470588235
0.577764705882353,0.536
0.5269411764705882,0.5539411764705883
0.4818235294117647,0.49388235294117644
0.47900000000000004,0.5025882352941177
0.4848235294117647,0.48935294117647055
0.506,0.49411764705882355
0.5028235294117647,0.493235294117647
0.5141176470588236,0.5481176470588236
0.5871764705882353,0.5515294117647059
0.5629411764705883,0.5104117647058823
0.4922941176470588,0.4765882352941176
0.47258823529411764,0.43576470588235294
0.4694117647058823,0.4274117647058823
0.4674117647058823,0.4078823529411765
0.43576470588235294,0.36694117647058827
0.3907058823529412,0.33188235294117646
0.36676470588235294,0.31123529411764705
0.3586470588235294,0.2934705882352941
0.3518823529411765,0.2730588235294118
0.3546470588235294,0.28500000000000003
0.35605882352941176,0.3185882352941176
0.376,0.34452941176470586
0.4173529411764706,0.3918823529411765
0.46599999999999997,0.4022941176470588
0.4337647058823529,0.385
0.4078823529411765,0.3719411764705882
0.3538235294117647,0.3658823529411765
0.3108235294117647,0.3403529411764706
0.31488235294117645,0.33441176470588235
0.35458823529411765,0.34288235294117647
0.35170588235294115,0.3557647058823529
0.39470588235294113,0.42876470588235294
0.45711764705882346,0.5057058823529411
0.46094117647058824,0.48564705882352943
0.38082352941176467,0.45376470588235296
0.3608235294117647,0.3981176470588236
0.346764705882353,0.4077647058823529
0.33023529411764707,0.38482352941176473
0.4112941176470588,0.3631176470588235
0.383,0.32235294117647056
0.35600000000000004,0.31176470588235294
0.3437647058823529,0.30347058823529416
0.3327058823529412,0.29411764705882354
0.33199999999999996,0.29411764705882354
0.33999999999999997,0.3
0.34205882352941175,0.307
0.34705882352941175,0.32447058823529407
0.37441176470588233,0.3674705882352941
0.38588235294117645,0.37835294117647056
0.395,0.3841764705882353
0.39482352941176474,0.40341176470588236
0.37329411764705883,0.36694117647058827
0.34194117647058825,0.3401764705882353
0.33258823529411763,0.3356470588235294
0.34258823529411764,0.334
0.37776470588235295,0.4086470588235294
0.4692941176470588,0.5007058823529412
0.5041176470588236,0.472764705882353
0.5025294117647059,0.4577647058823529
0.449,0.44058823529411767
0.43047058823529416,0.4022941176470588
0.40629411764705875,0.3764705882352941
0.3541764705882353,0.3285294117647059
0.3547647058823529,0.30223529411764705
0.3436470588235294,0.28241176470588236
0.3389411764705882,0.24641176470588236
0.3281176470588235,0.24105882352941174
0.3483529411764706,0.28811764705882353
0.42147058823529415,0.38076470588235295
0.5884117647058823,0.5203529411764706
0.7058823529411764,0.6062941176470588
0.6808823529411765,0.6002352941176471
0.6470588235294118,0.5637058823529412
0.5854705882352941,0.5592941176470588
0.542235294117647,0.5294705882352941
0.49117647058823527,0.527235294117647
0.48711764705882354,0.558470588235294
0.5421764705882353,0.5631176470588235
0.5665882352941176,0.5645882352941176
0.618,0.6132941176470589
0.7374705882352941,0.6679411764705883
0.6527058823529411,0.6049411764705882
0.5857058823529411,0.528235294117647
0.48782352941176477,0.45676470588235296
0.4490588235294118,0.4333529411764706
0.4275882352941176,0.4236470588235294
0.4258235294117647,0.40476470588235297
0.4114117647058823,0.3761764705882353
0.38688235294117646,0.3846470588235294
0.36788235294117644,0.3292941176470588
0.3674705882352941,0.32723529411764707
0.40594117647058825,0.37717647058823534
0.49441176470588233,0.47770588235294115
0.79,0.6150588235294118
0.9553529411764705,0.7058823529411764
0.793235294117647,0.7058823529411764
0.7549411764705882,0.6598823529411765
0.6583529411764706,0.633
0.5955882352941176,0.5751176470588235
0.5767058823529412,0.5337647058823529
0.5702352941176471,0.5619411764705883
0.6267058823529412,0.5805882352941176
0.6528235294117647,0.6055294117647059
0.7058823529411764,0.7058823529411764
0.7877058823529411,0.822529411764706
0.7058823529411764,0.6727058823529412
0.6364117647058823,0.573764705882353
0.5015882352941177,0.4926470588235294
0.462,0.4702941176470588
0.4444705882352941,0.4754705882352941
0.46429411764705886,0.42217647058823526
0.4259411764705882,0.3672941176470588
0.4126470588235294,0.33988235294117647
0.4017647058823529,0.3184705882352941
0.3835294117647059,0.30629411764705883
0.40576470588235297,0.3552941176470588
0.5247647058823529,0.4686470588235294
0.7058823529411764,0.5925882352941176
0.9519411764705883,0.6031764705882353
0.8537647058823529,0.5959411764705882
0.7058823529411764,0.5582941176470588
0.6223529411764706,0.502
0.6054117647058823,0.4869411764705882
0.5848823529411765,0.46758823529411764
0.5895294117647059,0.4674117647058823
0.6190588235294118,0.5042941176470589
0.645,0.4776470588235294
0.663235294117647,0.5762352941176471
0.8992941176470588,0.6440588235294117
0.7772941176470587,0.5911764705882353
0.6320588235294118,0.49511764705882355
0.49894117647058817,0.4774117647058823
0.48870588235294116,0.4753529411764706
0.4764117647058823,0.4548235294117647
0.4928823529411765,0.4162941176470588
0.4495294117647059,0.38894117647058823
0.4416470588235294,0.374
0.4224705882352941,0.35152941176470587
0.41429411764705887,0.3453529411764706
0.44452941176470584,0.38070588235294117
0.5417647058823529,0.46276470588235297
0.7311764705882353,0.5217647058823529
0.8096470588235293,0.5918823529411765
0.75,0.5950588235294118
0.5882352941176471,0.6346470588235295
0.5607058823529412,0.544
0.4933529411764706,0.4744705882352941
0.4515882352941176,0.47441176470588237
0.4986470588235294,0.48570588235294115
0.5742352941176471,0.4741764705882353
0.6289411764705882,0.5044705882352941
0.7058823529411764,0.5078823529411765
0.7466470588235294,0.6470588235294118
0.6759411764705882,0.573
0.5768823529411764,0.5065882352941177
0.45947058823529413,0.5011764705882353
0.45576470588235296,0.47305882352941175
0.43670588235294117,0.43158823529411766
0.4154705882352941,0.42576470588235293
0.377235294117647,0.42064705882352943
0.35617647058823526,0.4031176470588235
0.34158823529411764,0.38617647058823534
0.34305882352941175,0.35888235294117643
0.35658823529411765,0.4340588235294118
0.39647058823529413,0.5154705882352941
0.5243529411764706,0.5857058823529411
0.5756470588235294,0.7058823529411764
0.5018235294117647,0.6035882352941176
0.4662941176470588,0.577764705882353
0.45182352941176473,0.5269411764705882
0.43123529411764705,0.4818235294117647
0.4073529411764706,0.47900000000000004
0.4111764705882353,0.4848235294117647
0.4073529411764706,0.506
0.424,0.5028235294117647
0.46205882352941174,0.5141176470588236
0.514235294117647,0.5871764705882353
0.4997647058823529,0.5629411764705883
0.4687647058823529,0.4922941176470588
0.3977058823529412,0.47258823529411764
0.3856470588235294,0.4694117647058823
0.36864705882352944,0.4674117647058823
0.3421176470588235,0.43576470588235294
0.33152941176470585,0.3907058823529412
0.3176470588235294,0.36676470588235294
0.31176470588235294,0.3586470588235294
0.31176470588235294,0.3518823529411765
0.31658823529411767,0.3546470588235294
0.3235294117647059,0.35605882352941176
0.3505294117647059,0.376
0.3524117647058823,0.4173529411764706
0.36476470588235294,0.46599999999999997
0.38223529411764706,0.4337647058823529
0.366,0.4078823529411765
0.3618235294117647,0.3538235294117647
0.33488235294117646,0.3108235294117647
0.3201764705882353,0.31488235294117645
0.32194117647058823,0.35458823529411765
0.3468823529411765,0.35170588235294115
0.3855882352941176,0.39470588235294113
0.4665294117647059,0.45711764705882346
0.4760588235294118,0.46094117647058824
0.4324705882352941,0.38082352941176467
0.3645882352941176,0.3608235294117647
0.36576470588235294,0.346764705882353
0.3602941176470588,0.33023529411764707
0.3407647058823529,0.4112941176470588
0.32235294117647056,0.383
0.3101176470588235,0.35600000000000004
0.2794705882352941,0.3437647058823529
0.26823529411764707,0.3327058823529412
0.2705294117647059,0.33199999999999996
0.29411764705882354,0.33999999999999997
0.3051764705882353,0.34205882352941175
0.31723529411764706,0.34705882352941175
0.3544705882352941,0.37441176470588233
0.38052941176470584,0.38588235294117645
0.38070588235294117,0.395
0.38947058823529407,0.39482352941176474
0.3206470588235294,0.37329411764705883
0.3105294117647059,0.34194117647058825
0.3104117647058824,0.33258823529411763
0.32076470588235295,0.34258823529411764
0.3710588235294118,0.37776470588235295
0.453235294117647,0.4692941176470588
0.47258823529411764,0.5041176470588236
0.45352941176470585,0.5025294117647059
0.41823529411764704,0.449
0.394235294117647,0.43047058823529416
0.3381764705882353,0.40629411764705875
0.3101176470588235,0.3541764705882353
0.29411764705882354,0.3547647058823529
0.2793529411764706,0.3436470588235294
0.28058823529411764,0.3389411764705882
0.277,0.3281176470588235
0.3024117647058823,0.3483529411764706
0.3593529411764706,0.42147058823529415
0.47911764705882354,0.5884117647058823
0.5577058823529412,0.7058823529411764
0.5431764705882353,0.6808823529411765
0.47047058823529414,0.6470588235294118
0.4411764705882353,0.5854705882352941
0.42105882352941176,0.542235294117647
0.3877058823529412,0.49117647058823527
0.4274117647058823,0.48711764705882354
0.4435294117647059,0.5421764705882353
0.5,0.5665882352941176
0.6470588235294118,0.618
0.7058823529411764,0.7374705882352941
0.6115882352941177,0.6527058823529411
0.5577058823529412,0.5857058823529411
0.45958823529411763,0.48782352941176477
0.4278235294117647,0.4490588235294118
0.43641176470588233,0.4275882352941176
0.36070588235294115,0.4258235294117647
0.3235294117647059,0.4114117647058823
0.31352941176470583,0.38688235294117646
0.3058823529411765,0.36788235294117644
0.3058823529411765,0.3674705882352941
0.3176470588235294,0.40594117647058825
0.41294117647058826,0.49441176470588233
0.5097647058823529,0.79
0.5921764705882353,0.9553529411764705
0.5314117647058824,0.793235294117647
0.5148235294117647,0.7549411764705882
0.5135882352941177,0.6583529411764706
0.4688823529411764,0.5955882352941176
0.46641176470588236,0.5767058823529412
0.5088823529411765,0.5702352941176471
0.5070588235294118,0.6267058823529412
0.5095294117647059,0.6528235294117647
0.5477058823529412,0.7058823529411764
0.6055882352941176,0.7877058823529411
0.5304117647058824,0.7058823529411764
0.49576470588235294,0.6364117647058823
0.36864705882352944,0.5015882352941177
0.35617647058823526,0.462
0.33776470588235297,0.4444705882352941
0.3235294117647059,0.46429411764705886
0.3234705882352941,0.4259411764705882
0.30476470588235294,0.4126470588235294
0.30058823529411766,0.4017647058823529
0.29411764705882354,0.3835294117647059
0.31176470588235294,0.40576470588235297
0.3594117647058824,0.5247647058823529
0.4570588235294118,0.7058823529411764
0.5531176470588235,0.9519411764705883
0.5888823529411764,0.8537647058823529
0.5837058823529412,0.7058823529411764
0.5558235294117647,0.6223529411764706
0.4332941176470588,0.6054117647058823
0.4274705882352941,0.5848823529411765
0.4667058823529412,0.5895294117647059
0.4958235294117647,0.6190588235294118
0.5600588235294117,0.645
0.49205882352941177,0.663235294117647
0.5656470588235294,0.8992941176470588
0.5088823529411765,0.7772941176470587
0.4411176470588235,0.6320588235294118
0.39664705882352946,0.49894117647058817
0.3639411764705882,0.48870588235294116
0.3291176470588235,0.4764117647058823
0.31176470588235294,0.4928823529411765
0.3,0.4495294117647059
0.3,0.4416470588235294
0.29605882352941176,0.4224705882352941
0.3,0.41429411764705887
0.3058823529411765,0.44452941176470584
0.3654705882352941,0.5417647058823529
0.42417647058823527,0.7311764705882353
0.5034117647058823,0.8096470588235293
0.4511176470588235,0.75
0.42988235294117644,0.5882352941176471
0.4282941176470588,0.5607058823529412
0.36388235294117643,0.4933529411764706
0.3576470588235294,0.4515882352941176
0.3992941176470588,0.4986470588235294
0.4086470588235294,0.5742352941176471
0.4127647058823529,0.6289411764705882
0.4327647058823529,0.7058823529411764
0.4555882352941177,0.7466470588235294
0.44582352941176473,0.6759411764705882
0.40476470588235297,0.5768823529411764
0.37076470588235294,0.45947058823529413
0.34605882352941175,0.45576470588235296
0.31770588235294117,0.43670588235294117
0.29411764705882354,0.4154705882352941
0.2841764705882353,0.377235294117647
0.27647058823529413,0.35617647058823526
0.2778235294117647,0.34158823529411764
0.2822941176470588,0.34305882352941175
0.2912941176470588,0.35658823529411765
0.3572941176470588,0.39647058823529413
0.44835294117647057,0.5243529411764706
0.564,0.5756470588235294
0.48129411764705876,0.5018235294117647
0.4643529411764706,0.4662941176470588
0.4360588235294117,0.45182352941176473
0.3658235294117647,0.43123529411764705
0.36117647058823527,0.4073529411764706
0.37070588235294116,0.4111764705882353
0.37641176470588233,0.4073529411764706
0.3735882352941176,0.424
0.4013529411764706,0.46205882352941174
0.4358235294117647,0.514235294117647
0.40958823529411764,0.4997647058823529
0.3700588235294117,0.4687647058823529
0.34523529411764703,0.3977058823529412
0.3211764705882353,0.3856470588235294
0.30223529411764705,0.36864705882352944
0.31423529411764706,0.3421176470588235
0.2751764705882353,0.33152941176470585
0.2581764705882353,0.3176470588235294
0.24994117647058825,0.31176470588235294
0.25588235294117645,0.31176470588235294
0.26423529411764707,0.31658823529411767
0.281,0.3235294117647059
0.3,0.3505294117647059
0.3347647058823529,0.3524117647058823
0.34523529411764703,0.36476470588235294
0.327,0.38223529411764706
0.3151764705882353,0.366
0.2722352941176471,0.3618235294117647
0.2675882352941177,0.33488235294117646
0.2635882352941177,0.3201764705882353
0.2787058823529412,0.32194117647058823
0.3,0.3468823529411765
0.3338235294117647,0.3855882352941176
0.3934705882352941,0.4665294117647059
0.37441176470588233,0.4760588235294118
0.34047058823529414,0.4324705882352941
0.31064705882352944,0.3645882352941176
0.29411764705882354,0.36576470588235294
0.26882352941176474,0.3602941176470588
0.28905882352941176,0.3407647058823529
0.26388235294117646,0.32235294117647056
0.22305882352941178,0.3101176470588235
0.21558823529411764,0.2794705882352941
0.21388235294117647,0.26823529411764707
0.22058823529411764,0.2705294117647059
0.2529411764705882,0.29411764705882354
0.2813529411764706,0.3051764705882353
0.2771764705882353,0.31723529411764706
0.2898235294117647,0.3544705882352941
0.30970588235294116,0.38052941176470584
0.317,0.38070588235294117
0.3128235294117647,0.38947058823529407
0.2793529411764706,0.3206470588235294
0.2633529411764706,0.3105294117647059
0.29047058823529415,0.3104117647058824
0.3,0.32076470588235295
0.32323529411764707,0.3710588235294118
0.3827647058823529,0.453235294117647
0.36929411764705883,0.47258823529411764
0.3411764705882353,0.45352941176470585
0.32323529411764707,0.41823529411764704
0.3,0.394235294117647
0.28758823529411764,0.3381764705882353
0.25476470588235295,0.3101176470588235
0.24352941176470588,0.29411764705882354
0.22511764705882353,0.2793529411764706
0.20647058823529413,0.28058823529411764
0.21352941176470586,0.277
0.24994117647058825,0.3024117647058823
0.3292941176470588,0.3593529411764706
0.4408823529411765,0.47911764705882354
0.5231176470588236,0.5577058823529412
0.5397647058823529,0.5431764705882353
0.5351764705882354,0.47047058823529414
0.5379999999999999,0.4411764705882353
0.434,0.42105882352941176
0.42082352941176476,0.3877058823529412
0.4655882352941177,0.4274117647058823
0.43847058823529417,0.4435294117647059
0.4413529411764706,0.5
0.43764705882352944,0.6470588235294118
0.5080588235294118,0.7058823529411764
0.45464705882352946,0.6115882352941177
0.4332941176470588,0.5577058823529412
0.357,0.45958823529411763
0.3361764705882353,0.4278235294117647
0.31352941176470583,0.43641176470588233
0.3,0.36070588235294115
0.28617647058823525,0.3235294117647059
0.26535294117647057,0.31352941176470583
0.26388235294117646,0.3058823529411765
0.25876470588235295,0.3058823529411765
0.2838235294117647,0.3176470588235294
0.31641176470588234,0.41294117647058826
0.38176470588235295,0.5097647058823529
0.40652941176470586,0.5921764705882353
0.4111764705882353,0.5314117647058824
0.39599999999999996,0.5148235294117647
0.3989411764705882,0.5135882352941177
0.3573529411764706,0.4688823529411764
0.3479411764705882,0.46641176470588236
0.36105882352941177,0.5088823529411765
0.37123529411764705,0.5070588235294118
0.38223529411764706,0.5095294117647059
0.4100588235294117,0.5477058823529412
0.4723529411764706,0.6055882352941176
0.4691764705882353,0.5304117647058824
0.4065882352941177,0.49576470588235294
0.36258823529411766,0.36864705882352944
0.3482352941176471,0.35617647058823526
0.32576470588235296,0.33776470588235297
0.3018235294117647,0.3235294117647059
0.2798235294117647,0.3234705882352941
0.26423529411764707,0.30476470588235294
0.25141176470588233,0.30058823529411766
0.2488235294117647,0.29411764705882354
0.27058823529411763,0.31176470588235294
0.3217058823529412,0.3594117647058824
0.4112941176470588,0.4570588235294118
0.43852941176470583,0.5531176470588235
0.42864705882352944,0.5888823529411764
0.4268235294117647,0.5837058823529412
0.39670588235294113,0.5558235294117647
0.3844705882352941,0.4332941176470588
0.3713529411764706,0.4274705882352941
0.37688235294117645,0.4667058823529412
0.39670588235294113,0.4958235294117647
0.39717647058823524,0.5600588235294117
0.43441176470588233,0.49205882352941177
0.5187058823529412,0.5656470588235294
0.49441176470588233,0.5088823529411765
0.43076470588235294,0.4411176470588235
0.37235294117647055,0.39664705882352946
0.34964705882352937,0.3639411764705882
0.3313529411764706,0.3291176470588235
0.30488235294117644,0.31176470588235294
0.2884705882352941,0.3
0.2828235294117647,0.3
0.26423529411764707,0.29605882352941176
0.2692352941176471,0.3
0.29252941176470587,0.3058823529411765
0.3236470588235294,0.3654705882352941
0.43611764705882355,0.42417647058823527
0.46394117647058825,0.5034117647058823
0.4281764705882353,0.4511176470588235
0.4104117647058823,0.42988235294117644
0.3848823529411765,0.4282941176470588
0.36064705882352943,0.36388235294117643
0.3547647058823529,0.3576470588235294
0.35317647058823526,0.3992941176470588
0.36276470588235293,0.4086470588235294
0.3645294117647059,0.4127647058823529
0.3968235294117647,0.4327647058823529
0.46329411764705886,0.4555882352941177
0.4572941176470588,0.44582352941176473
0.4158235294117647,0.40476470588235297
0.35676470588235293,0.37076470588235294
0.34305882352941175,0.34605882352941175
0.31894117647058823,0.31770588235294117
0.31241176470588233,0.29411764705882354
0.301,0.2841764705882353
0.2954705882352941,0.27647058823529413
0.2888823529411765,0.2778235294117647
0.2716470588235294,0.2822941176470588
0.29411764705882354,0.2912941176470588
0.35200000000000004,0.3572941176470588
0.4052352941176471,0.44835294117647057
0.451,0.564
